都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,文化財分類,場所名称,住所,緯度,経度,電話番号,員数（数）,員数（単位）,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,概要,説明,URL,備考
22012,1200100032,青森県,青森市,日本刀無銘（伝備中古青江貞次作）,ニホントウムメイ（デンビッチュウコアオエサダツグサク）,,県重宝,青森県立郷土館,青森県青森市本町2-8-14,40.827227,140.748567,017-777-1585,1,口,青森県,1962/11/16,,,,休館中,鎌倉時代前期の日本刀,無銘（摺上）であるが、古青江としては非常に健全で、姿や地鉄、焼刃などが非常に優れており、津軽の資料的にも貴重である。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100033,青森県,青森市,亀ヶ岡遺跡出土品（風韻堂）,カメガオカイセキシュツドヒン（フウインドウ）,,県重宝,青森県立郷土館,青森県青森市本町2-8-14,40.827227,140.748567,017-777-1585,60,点,青森県,1977/7/21,,,,休館中,縄文時代晩期の出土品（つがる市木造亀ケ岡出土）,青森県立郷土館に設けられた風韻堂コレクションの一部である。亀ヶ岡文化を代表する亀ケ岡遺跡の出土で、工芸的にも優れていることから、国内外より注目を集めている品々である。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100034,青森県,青森市,縄文土器（狩猟文土器）,ジョウモンドキ（シュリョウモンドキ）,,県重宝,青森県立郷土館,青森県青森市本町2-8-14,40.827227,140.748567,017-777-1585,1,個,青森県,1990/3/16,,,,休館中,縄文時代後期の土器（八戸市田面木字韮窪出土）,口頚部に若干くびれをもつ深鉢形土器である。口縁に4個の相対する山形突起と、その突起間に2個を対にした小突起を配する。体部の下方に斜縄文を見るほかは全面が磨かれ、弓矢の図柄とその上部を細い粘土紐で三角形・円形・長方形などに区画している。体部中央には弓矢とその先に四足動物を、またワナ及び針葉樹を表した図柄が見られ、縄文時代の生業の一端を示す珍しい土器である。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100035,青森県,青森市,円空作木造観音菩薩坐像,エンクウサクモクゾウカンノンボサツザゾウ,,県重宝,,青森県青森市浪岡大字北中野字天王21-2,40.711469,140.601726,,1,躯,西光院,1990/8/3,,,,,江戸時代前期の円空作の坐像,津軽地方の円空仏としては、比較的最近知られるようになった存在である。もともと西光院の檀家の元にあったもので、その当時仏壇に納めるため当初の台座部分を削り落としている。そのため、通常の円空の観音菩薩坐像に比べてバランスの悪い姿に見えている。また、傷んでいる部分もあり、表面には塗料が塗られてしまっていて制作当初の面貌を損ねている点は惜しまれるが、作風は津軽半島沿いの観音菩薩坐像とほぼ似通っている。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100036,青森県,青森市,円空作木造観音菩薩坐像,エンクウサクモクゾウカンノンボサツザゾウ,,県重宝,,青森県青森市浪岡大字徳才子字山本5-8,40.758043,140.583627,,1,躯,元光寺,1997/5/14,,,,,江戸時代前期の円空作の坐像,近年まで梵珠山山頂の釈迦堂に安置されていたが、円空が本県に滞在した寛文年間からかどうかは不明である。像容の様式形式的特徴からは青森油川浄満寺像を造立直後の像とみられるが、浪岡町内にはもう一体円空仏が残されており、青森から弘前を経て秋田藩領へと向かう行程の途中この地での造像の可能性は極めて高い。よって、制作については当地での造像と、近隣で造像された後に梵珠山上に移安されたという二つの推定が可能である。図像様式とも円空の寛文年間青森県下及び北海道渡島地方で造像した観音菩薩坐像の特徴にすべて一致し、寛文7年（1667）夏以降における津軽半島造像と一連のものと判断される。この時期の円空仏の頭髪の表現には二種あるが、本像は髻（たぶさ）をあらわさない形式のもので、北海道江差町観音寺像や青森市油川浄満寺像、秋田県鷹巣町糠沢部落像と共通する比較的少ないタイプのものである。頭部に改修がみられ面貌に欠損が著しいなど尊容を損なっているが、寛文７年頃の青森県下における円空仏の特徴を顕著に現している。加えて津軽半島から秋田へかけての北国での円空の造像活動の、帰途ルートが推定できるなど、非常に意義深い。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100037,青森県,青森市,木造舞楽面,モクゾウブガクメン,,県重宝,,青森県青森市問屋町1-18-28,40.791058,140.75491,,9,面,大星神社,1999/1/22,,,,,舞楽に使われた木造面,面が存在する大星神社は、藩政時代までは妙見社、妙見堂などと呼ばれていて、「津軽一統志」等によれば青森市内で最も古い縁起を持ち、江戸時代には藩の祈祷所として庇護を受けている。元和4年（1618）には同社を再建した2代藩主信枚が参詣し、以後も4代信政、9代寧親が再建するなど、藩が特に重要視した神社である。また、実際に妙見社を訪ねた菅江真澄の「栖家能山（すみかのやま）」の記述などにみられるように、これらの面には早くから坂上田村麿の北征にまつわる伝説などが付随している。その他同社に舞楽上演の文書記録はないものの、明治時代まで神楽殿が残っていたことは遺構からわかるが、舞楽を上演していたかどうかは明らかではない。また、抜頭面などに朱書きされた修復銘から江戸時代に伝来していた事実が確認される。地方に伝来したものとしては作風が極めて優れ、勇壮豪快で力強い表現は東北地方の最優作と考えられ、中世の面として全国的にも注目される存在である。地方の作と考えられるが、様式的には都ぶりの正統的な表現の系譜に属している。また、比較的多数の面がまとまって伝来しているため、これらを用いて七曲の舞楽が演じられていたことが判明することから、彫刻としてだけでなく青森県の芸能史を考える上でも重要な資料である。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100038,青森県,青森市,木造能面,モクゾウノウメン,,県重宝,,青森県青森市問屋町1-18-27,40.791058,140.75491,,1,面,大星神社,1999/1/22,,,,,舞楽に使われた木造面,面が存在する大星神社は、藩政時代までは妙見社、妙見堂などと呼ばれていて、「津軽一統志」等によれば青森市内で最も古い縁起を持ち、江戸時代には藩の祈祷所として庇護を受けている。元和4年（1618）には同社を再建した2代藩主信枚が参詣し、以後も4代信政、9代寧親が再建するなど、藩が特に重要視した神社である。また、実際に妙見社を訪ねた菅江真澄の「栖家能山（すみかのやま）」の記述などにみられるように、これらの面には早くから坂上田村麿の北征にまつわる伝説などが付随している。その他同社に舞楽上演の文書記録はないものの、明治時代まで神楽殿が残っていたことは遺構からわかるが、舞楽を上演していたかどうかは明らかではない。また、抜頭面などに朱書きされた修復銘から江戸時代に伝来していた事実が確認される。地方に伝来したものとしては作風が極めて優れ、勇壮豪快で力強い表現は東北地方の最優作と考えられ、中世の面として全国的にも注目される存在である。地方の作と考えられるが、様式的には都ぶりの正統的な表現の系譜に属している。また、比較的多数の面がまとまって伝来しているため、これらを用いて七曲の舞楽が演じられていたことが判明することから、彫刻としてだけでなく青森県の芸能史を考える上でも重要な資料である。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100039,青森県,青森市,旧坪田家住宅,キュウツボタケジュウタク,,県重宝,,青森県青森市浪岡大字浪岡字岡田43,40.714158,140.597115,,1,棟,青森市,2002/11/18,,,,,王余魚沢随一の豪農であった坪田家の住宅,坪田家の先祖は、戦国時代から江戸時代初めにかけて、近江(滋賀県)から津軽（王余魚沢）に移り住んだ商人で、旧大豆坂街道で「峠の茶屋」を営み、寛政年間（1789～1801）頃から農業をはじめ、幕末には王余魚沢随一の豪農となったといわれている。坪田家住宅は、寄棟茅葺屋根に木造軸組構法で、じょいと呼ばれる居間の奥に、整形四間取（同じ形・同じ大きさの部屋を４部屋もつこと）をもつ上層農家特有の住居形態と、「ちょうば（金銭を扱う場所）」をもつ商家の住居形態の両方を見ることができる建物である。また、「なかのま」と「まえのま」上の中二階部分に、切り上げ窓をもつ雪深い地区の農家住宅の特徴がよく保存されており、江戸時代末期の青森県を代表する建物である。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100040,青森県,青森市,細隆起線文尖底深鉢形土器,サイリュウキセンモンセンテイフカバチガタドキ,,県重宝,青森県立郷土館,青森県青森市本町2-8-14,40.827227,140.748567,017-777-1585,1,点,青森県,2003/4/14,,,,休館中,縄文時代草創期の土器（上北郡六ヶ所村鷹架字発茶沢出土）,"この土器は縄文時代草創期のなかでも古い段階に属し、少なくとも10,000年前をはるかに超えるものであると考えられる。現在、草創期の遺物は全国各地で発掘されているが、他の時期に比べてきわめて少なく、本県では十指に達しない状況である。本県の歴史を顧みると、旧石器時代から縄文時代へと移行するものとして、蟹田町の大平山元I遺跡出土の無文土器群があり、国内最古の土器として注目されているが、表館(1)遺跡の細隆起線文尖底深鉢形土器はそれに次ぐものであり、完全な形に復元された優美な姿は縄文時代を代表する土器として各種の図録に掲載利用されており、県民の財産として県重宝に充分値する。 ",https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100041,青森県,青森市,陸奥国津軽郡之絵図（正保国絵図写）,ムツノクニツガルグンノエズ（ショウホウクニノエズウツシ）,,県重宝,青森県立郷土館,青森県青森市本町2-8-14,40.827227,140.748567,017-777-1585,1,鋪,青森県,2011/4/6,,,,休館中,江戸時代中期の国絵図,江戸幕府による国絵図徴収事業は、大きく、慶長・正保・元禄・天保の4度行われた。ただし、慶長期は、西日本諸国の大名のみが対象とされたようである。この国絵図は、弘前藩が正保2年（1645）に幕府に提出した正本（清絵図）と副本の写しである。正保国絵図は、正本・副本とも明暦の大火（1657）等で消失し、現存していない。弘前藩では貞享2年（1685）に幕府に提出した正保国絵図の控から写しを作成した。それがこの絵図である。弘前藩が公的に作成した国絵図としては、現存する最古のものであり、津軽領全体を描いた絵図としても、最古級のものと考えられる。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100042,青森県,青森市,鹿角製櫛（二ツ森貝塚出土）,ロッカクセイクシ（フタツモリカイヅカシュツド）,,県重宝,青森県埋蔵文化財調査センター,青森県青森市大字新城字天田内152の15（青森県埋蔵文化財調査センター）,40.827227,140.748567,017-777-1585,1,点,青森県,2013/4/17,,,,,二ツ森貝塚出土の遺物,二ツ森貝塚は上北郡七戸町字貝塚家ノ前(いえのまえ)にあり、小川原湖南西部に注ぐ七戸川（高瀬川）北岸の標高25～30ｍの段丘に位置する。東西約600ｍ、南北約170ｍの範囲を持つ本県最大の貝塚であり、平成10年1月16日付けで国史跡に指定されている。この鹿角製櫛は、昭和37年8月に道路改良工事に先だって青森県教育委員会が調査を行った際に、2号貝塚9区の第2貝層上部より発見されたもので、縄文時代前期末葉（約5千年前）のものと判断される。本品に施されたみごとな装飾は、本県を中心に縄文時代前期から中期にかけて繁栄した円筒土器文化の装身具のなかでは傑出したものであり、当時の人々の装飾観念、骨角製品の製作技術の高さをうかがわせるものとして重要である。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100043,青森県,青森市,人物線刻石冠（近野遺跡出土）,ジンブツセンコクセッカン（チカノイセキシュツド）,,県重宝,青森県埋蔵文化財調査センター,青森県青森市大字新城字天田内152-15,40.840019,140.678315,,1,点,青森県,2013/4/17,,,,,近野遺跡出土の遺物,近野遺跡は、沖館川南岸の標高10～20ｍほどの段丘上にあり、特別史跡三内丸山遺跡の南東部に隣接している。平成15年８月に、県立美術館及び県道建設事業に先だって、青森県埋蔵文化財調査センターが発掘調査を行った際に、捨て場から出土した。その後、平成18年７月になってあらためて発掘調査報告書作成に向けて行っていた水洗い作業中に、人物線刻が確認された。石器に描かれた人物画としては、全国的にもきわめて希有な出土例であり、当時の精神文化を知るうえで貴重な資料である。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100044,青森県,青森市,菅江真澄筆「外浜奇勝」,スガエマスミヒツ「ソトガハマキショウ」,,県重宝,青森県立郷土館,青森県青森市本町2-8-14,40.827227,140.748567,017-777-1585,1,冊,青森県,2014/4/2,,,,休館中,江戸時代後期の書物,「外浜奇勝」は、近世の旅行家菅江真澄（1754～1829）が、寛政8年（1796）から10年（1798）にかけて津軽に滞在したときに、各地の地理や景勝、動植物、考古資料、人々の生活習慣などを詳細に記したものであり、寛政8年（1796）ころに成立したと考えられる。菅江真澄の著書は、青森県の歴史・民俗学研究への活用を含め、広範な価値を持っており、青森県史編さん事業でも「青森県史民俗編 資料 南部」や「青森県史民俗編 資料 下北」の収録資料として取り上げられ、その豊かな内容は、高い評価を得ている。菅江真澄が津軽滞在中に書いた著作の中では、唯一現存する直筆本であり、希少性が極めて高いものである。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100045,青森県,青森市,大平山元Ⅰ遺跡出土品,オオダイヤマモトイチイセキシュツドヒン,,県重宝,青森県立郷土館ほか,青森県青森市本町2-8-14ほか,40.827227,140.748567,017-777-1585,203,点,青森県ほか,2019/4/5,,,,休館中,縄文時代草創期の石器群（大平山元Ⅰ遺跡出土）,大平山元Ⅰ遺跡から出土している石器は、大型の石斧・掻器・彫器・尖頭器・石鏃・石刃などを特徴とする縄文時代草創期の「神子柴・長者久保石器群」と呼ばれるものである。これらには掻器・彫器・石刃など旧石器時代の伝統を残す石器が多くみられるが、石鏃や土器のような縄文時代に特徴的な遺物もみられ、旧石器時代から縄文時代への移行期の様相をよく示す一括資料である。神子柴・長者久保石器群に位置づけられる遺物は全国的にあまり多く確認されておらず、本県においても東北町長者久保遺跡出土資料など、４遺跡が知られているだけである。また、本遺跡から出土した無文土器は列島最古段階の土器である点においてもきわめて貴重な資料といえる。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100046,青森県,青森市,木造部額面及び龍頭,モクゾウブガクメンオヨビリュウトウ,,県重宝,青森県立郷土館,青森県青森市本町2-8-14,40.827227,140.748567,017-777-1585,11,面,個人,2021/2/1,,,,休館中,舞楽に使用された木造面,本資料は、南部町斗賀神社内にある厨子両脇の木箱内に収められていたが、現在は青森県立郷土館に寄託され、保管されている。舞楽面及び猿楽面は、「斗賀の霊現堂」と呼ばれているお堂に関わる行事で使用されていたと考えられ、造形及び技法より鎌倉時代末ないし南北朝時代（14世紀）及び南北朝時代（15世紀から16世紀）の作と考えられる。猿楽面は16世紀の作である。また、併せて舞楽を上演する際に舞台の四隅に立て、幡を吊るす龍頭が4個あり、当該舞楽面と併せて使用したものと考えられる。鎌倉時代の作と推定される面は、はっきりとした面相、眉間や頬の筋肉を強調した表現等、奥行き感や立体感があり、全体のバランスが良い。龍頭は、一材から掘出され、棒状の軸端に龍頭を表している。目から鼻先にかけて細かく造作している。舞楽を上演する舞台の四隅に立て幡を吊るした中世の龍頭が4点そろって残っているのは、全国でもほかに1例(京都府宮津市籠(この)神社)しかなく、史料等の裏付けはないものの、龍頭の存在から明らかに実際に使用されていたものと思われる。現況では県内最多の点数で、青森県下では青森市大星神社の9面、弘前市岩木山神社の3面、八戸市櫛引八幡宮の9面の三社伝来舞楽面(いずれも県重宝)に次ぐ中世の面で、その作風も地方色はあるが一定の水準にある。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100047,青森県,青森市,木造部額面及び龍頭,モクゾウブガクメンオヨビリュウトウ,,県重宝,青森県立郷土館,青森県青森市本町2-8-14,40.827227,140.748567,017-777-1585,1,面,個人,2021/2/1,,,,休館中,猿楽に使用された木造面,本資料は、南部町斗賀神社内にある厨子両脇の木箱内に収められていたが、現在は青森県立郷土館に寄託され、保管されている。舞楽面及び猿楽面は、「斗賀の霊現堂」と呼ばれているお堂に関わる行事で使用されていたと考えられ、造形及び技法より鎌倉時代末ないし南北朝時代（14世紀）及び南北朝時代（15世紀から16世紀）の作と考えられる。猿楽面は16世紀の作である。また、併せて舞楽を上演する際に舞台の四隅に立て、幡を吊るす龍頭が4個あり、当該舞楽面と併せて使用したものと考えられる。鎌倉時代の作と推定される面は、はっきりとした面相、眉間や頬の筋肉を強調した表現等、奥行き感や立体感があり、全体のバランスが良い。龍頭は、一材から掘出され、棒状の軸端に龍頭を表している。目から鼻先にかけて細かく造作している。舞楽を上演する舞台の四隅に立て幡を吊るした中世の龍頭が4点そろって残っているのは、全国でもほかに1例(京都府宮津市籠(この)神社)しかなく、史料等の裏付けはないものの、龍頭の存在から明らかに実際に使用されていたものと思われる。現況では県内最多の点数で、青森県下では青森市大星神社の9面、弘前市岩木山神社の3面、八戸市櫛引八幡宮の9面の三社伝来舞楽面(いずれも県重宝)に次ぐ中世の面で、その作風も地方色はあるが一定の水準にある。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100048,青森県,青森市,木造部額面及び龍頭,モクゾウブガクメンオヨビリュウトウ,,県重宝,青森県立郷土館,青森県青森市本町2-8-14,40.827227,140.748567,017-777-1585,4,点,個人,2021/2/1,,,,休館中,舞楽を上演する際に四隅に建てた龍頭,本資料は、南部町斗賀神社内にある厨子両脇の木箱内に収められていたが、現在は青森県立郷土館に寄託され、保管されている。舞楽面及び猿楽面は、「斗賀の霊現堂」と呼ばれているお堂に関わる行事で使用されていたと考えられ、造形及び技法より鎌倉時代末ないし南北朝時代（14世紀）及び南北朝時代（15世紀から16世紀）の作と考えられる。猿楽面は16世紀の作である。また、併せて舞楽を上演する際に舞台の四隅に立て、幡を吊るす龍頭が4個あり、当該舞楽面と併せて使用したものと考えられる。鎌倉時代の作と推定される面は、はっきりとした面相、眉間や頬の筋肉を強調した表現等、奥行き感や立体感があり、全体のバランスが良い。龍頭は、一材から掘出され、棒状の軸端に龍頭を表している。目から鼻先にかけて細かく造作している。舞楽を上演する舞台の四隅に立て幡を吊るした中世の龍頭が4点そろって残っているのは、全国でもほかに1例(京都府宮津市籠(この)神社)しかなく、史料等の裏付けはないものの、龍頭の存在から明らかに実際に使用されていたものと思われる。現況では県内最多の点数で、青森県下では青森市大星神社の9面、弘前市岩木山神社の3面、八戸市櫛引八幡宮の9面の三社伝来舞楽面(いずれも県重宝)に次ぐ中世の面で、その作風も地方色はあるが一定の水準にある。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100049,青森県,青森市,鰐口正平廿一年三月三日銘,ワニグチショウヘイニジュウイチネンサンガツミッカメイ,,県重宝,青森県立郷土館,青森県青森市本町2-8-14,40.827227,140.748567,017-777-1585,1,口,個人,2021/2/1,,,,休館中,現存する鰐口としては県内最古で最大,青銅鋳造式。鼓面はやや盛り上がり、周縁は二重陽鋳線で縁取られる。三重線の圏界線により、外区・内区に区画され、内区と撞座区は二重線で区画される。撞座は十六葉の蓮華紋を陽鋳する。　銘文は表に陽鋳される。裏に銘文はない。外区 右：「正平廿一年三月三日」 外区 左：「大旦那大信朋尊」。本資料は、近代以前、南部町の「凉現山新禅寺」、「霊現山新源寺」、「霊現観音」、「斗賀観音」、「霊現堂」などと呼ばれていたお堂で使用されていたものである。現存する鰐口としては、県内最古で最大の鰐口である。正平21年(1366)は南朝年号で、北朝の貞治２年にあたる。南朝年号をもつ遺物が少ない本県にとって貴重な資料である。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100050,青森県,青森市,津軽箏曲郁田流,ツガルソウキョクイクタリュウ,,県技芸,,青森県青森市,,,,-,-,個人,1981/9/26,,,,,津軽に伝流した箏曲,箏組歌の16曲を主体として、付け物（褒美の曲）として段物の9曲を伝承する。江戸・上方で行われる曲と同名であっても内容や奏法に違いがあるばかりでなく、津軽にしか伝承されていない楽曲も数曲ある。箏曲の歴史を解明する上でも貴重な流派である。明和か天明のころ（1764～1788）、生田検校の弟子であったという曽呂都が弘前に来て伝えた流派である。初代よりの系譜も明らかであり、譜本、その他の史料も豊富 に残されている。現在、県技芸の保持者は、平成18年に追加認定された櫛引禮子、葛西洋子、葛西淑子の3名である。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100051,青森県,青森市,青森の刺しこ着,アオモリノサシコギ,,県有形民俗文化財,,青森県青森市,,,,1014,点,青森市,2000/1/19,,,,,こぎん刺しでぬった着物,青森県は寒冷地のため綿花の栽培は行われず、収入の乏しい農民にとっては木綿布を手に入れるのは困難であった。また、農家倹約分限令という衣食全般にわたっての制限があり、農民は古来からの麻布衣の生活を長い間余儀なくされ、津軽では明治の中頃まで続いた。その麻布衣の補強と保温性を高めることを目的として木綿糸等で刺しつづったのが刺しこ着である。特に、本資料に見られるような独自の模様を展開させながら刺しつづる技法は、他に類例を見ない独特なものであり、南部地方の「菱刺し」や津軽地方の「こぎん」は、用を足すという範囲を超えて芸術的と称されている。また、本資料はごく普通の人々によって過酷な労働と制約の中から生み出されたものであって、芸術性のみでは論じ尽くせない奥深い内容を伴っている。これらの刺しこ着は、歴史・経済・文化・技術・芸術・女性史などの各方面から判断しても、江戸時代から昭和初期にかけての青森県内の農民・漁民の仕事着をほぼ外観できる大変に貴重な資料である。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100052,青森県,青森市,高田獅子（鹿）踊,タカダシシ（シカ）オドリ,,県無形民俗文化財,,青森県青森市大字高田,,,,-,-,高田獅子踊保存会,1961/1/14,,,,,青森市高田地区に伝わる伝統舞踊,獅子踊は、津軽地方で広く行われており、一人立三匹獅子で、一般的には三匹の獅はそれぞれ雄獅子、雌獅子、中獅子と呼ばれ、これにオカシコと呼ばれる道化役の先導が付く。いつごろか熊獅子と鹿獅子に分類されるようになり、一般的に熊獅子は角が短角であり、鹿獅子は角が枝分かれしている。高田獅子踊りは熊野宮、庭先、新築の家の前において踊られる。春には豊作を祈願 し、秋には豊作を祝い踊る。屋固めなどの祝儀でも踊るが、中でも重要なのは盆の14日の踊りである。踊り手は雄獅子、女獅子、子獅子、お可笑からなり、演目は追い込み（舞始め）、橋渡り、山越えである。伝承者は「ハヤブサのように斜めに地を駆けて踊る」というように、敏捷で勇壮な所作で踊り、巧みな音頭掛けとはやしに特色がある。創始に関 していくつかの伝承がある。すなわち、青森市を流れる荒川を改修工事に来た津軽藩士から習得したというもの、地区の旧家である斎藤家の初代喜助が文政か天保のころ （1800年代）に隣村の大別内から習ったというものである。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100053,青森県,青森市,吉野田獅子（鹿）踊,ヨシノダシシ（シカ）オドリ,,県無形民俗文化財,,青森県青森市浪岡大字吉野田,,,,-,-,吉野田獅子踊保存会,1961/1/14,,,,,青森市浪岡吉野田地区に伝わる伝統舞踊,踊り手は男獅子2、女獅子、笑可児からなり、演目は追い込み、橋かけ、山かけ、注連縄、山担ぎ、女獅子狂い、和楽、暇乞がある。胡蝶のように可憐に踊るのが特色であるといわれる。由来としては南北朝時代に、初代浪岡城主北畠顕成が築城に際し、領地内の平和と五穀豊穣の祈願のため京都から招いたとされる。 ,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100054,青森県,青森市,額,ガク,,市指定有形文化財,,青森県青森市問屋町1-18-27,40.791058,140.75491,,1,枚,大星神社,1962/10/26,,,,,大星神社の社号である「妙見堂」の文字が記された額,大星神社は、青森市内で最も古い縁起を持つ神社として、古くから崇敬を集めている。指定物件は、津軽藩九代藩主寧親の真筆で、社号である「妙見堂」の文字が記されており、文化6年(1809)蝦夷地警備を命ぜられた際に、社殿を再建し、国家安泰を祈願し、奉納したものである。また、境内には見事な枝垂桜があり、一般の人々に広く親しまれてきた。なお、木造舞楽面9面うち8面と木造能面1面は、学術的価値が高いことから、平成11年1月22日に市指定有形文化財指定解除となり、県重宝に指定された。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100055,青森県,青森市,井戸茶碗,イドチャワン,,市指定有形文化財,,青森県青森市,,,,1,個,個人,1962/10/26,,,,,朝鮮、李朝時代に作られた碗形陶器,高麗茶碗の一種である指定物件は、朝鮮、李朝時代に作られた碗形陶器で、桃山時代以降、茶道で抹茶茶碗として用いられた。明治3年(1870)頃、斗南藩が県内で米を買い集めたとき、青森市に居住していた現所有者の先代がそれに援助尽力したので、当時の松平斗南藩知事からその謝礼に本茶碗を送られたものと伝えられている。なお、この茶碗には玉室和尚の墨跡がついている。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100056,青森県,青森市,木彫釈迦牟尼如来座像（円空作）,モクチョウシャカムニニョライザゾウ（エンクウサク）,,市指定有形文化財,,青森県青森市大字油川字大浜249-1,40.851667,140.697153,,1,躯,浄満寺,1963/10/25,,,,,江戸時代初期の遊行僧円空作の坐像,江戸時代初期の遊行僧円空の作品である。円空は若くして母を洪水で亡くし、その供養のため仏門に入り、30歳を過ぎてから布教伝道により庶民の嘆き苦しみを救おうと、辺境の地を巡ったと伝えられている。その足跡には数多くの作仏が残され、青森県内では十数体発見されている。円空仏の特徴は、一本の素木をそのまま鉈で裁ち彫り上げ、仏像彫刻の伝統にとらわれないところにあるといわれているが、この像にも無限の生命感があり、素朴さと暖かさの中に祈りの心が秘められている。指定物件は、円空の比較的初期の作と考えられており、宗教的信仰と慈悲の心が率直明快に表現された貴重な作品である。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
22012,1200100057,青森県,青森市,掛軸「見返りの松」,カケジク「ミカエリノマツ」,,市指定有形文化財,,青森県青森市本町1-5-5,40.825225,140.748506,,3幅1組,,蓮心寺,1967/6/26,,,,,蓮心寺の庭の松が描かれた掛け軸,指定物件は安政2年(1855)、蓮心寺10世住職智海師【ちかいし】が京都の画家塩川文鵬に、蓮心寺の庭の松を写生させたものである。画題の松は蓮心寺開祖敬念上人【きょうねんしょうにん】により植えられたもので、明治9年(1876)7月明治天皇がご来青の時に、あまりの見事さに何度も振り返って眺めたということから「見返りの松」と呼ばれるようになった。しかしこの松は、残念がら明治43年(1910)5月3日の大火により焼失した。この掛軸は、青森市の歴史的一面を伝える郷土資料として貴重なものである。,https://www.city.aomori.aomori.jp/bunkaisan/bunka-sports-kanko/bunka/bunka-geijutsu/inishie/bunkazai/01.html,
