全国地方公共団体コード	ID	地方公共団体名	名称	名称_カナ	名称_通称	名称_英語	文化財分類	種類	場所名称	所在地_全国地方公共団体コード	町字ID	所在地_連結表記	所在地_都道府県	所在地_市区町村	所在地_町字	所在地_番地以下	建物名等(方書)	緯度	経度	高度の種別	高度の値	電話番号	内線番号	連絡先メールアドレス	連絡先FormURL	連絡先備考（その他、SNSなど）	郵便番号	員数（数）	員数（単位）	法人番号	所有者等	文化財指定日	利用可能曜日	開始時間	終了時間	利用可能日時特記事項	画像	画像_ライセンス	概要	概要_英語	説明	説明_英語	URL	備考	優先駐車場	オストメイト対応トイレ	授乳室	おむつ替えコーナー	飲食可否	ベビーカー貸出	ベビーカー利用	URL	画像	画像ライセンス	備考
42021		宮城県石巻市	遠藤曰人絵巻	エンドウアツジンエマキ		Endo Atsujin Picture Scroll	市指定有形文化財	美術工芸品		42021		宮城県石巻市	宮城県	石巻市								(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				石巻市	1999/11/2																							
42021		宮城県石巻市	菊田桂州の絵	キクタケイシュウノエ		Kikuta Keishu Painting	市指定有形文化財	美術工芸品		42021		宮城県石巻市	宮城県	石巻市								(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				石巻市	1999/11/2																							
42021		宮城県石巻市	山田の庚申塔	ヤマダノコウシントウ		Yamada Koshin Monument	市指定有形文化財	建造物		42021		宮城県石巻市桃生町樫崎山田	宮城県	石巻市	桃生町樫崎山田							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				国	1999/11/2																							
42021		宮城県石巻市	カヤ	カヤ		Japanese Nutmeg Tree	市指定天然記念物			42021		宮城県石巻市桃生町倉埣山居	宮城県	石巻市	桃生町倉埣山居							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				石巻市	2004/12/1																							
42021		宮城県石巻市	ケヤキ	ケヤキ		Zelkova Tree	市指定天然記念物		日高見神社	42021		宮城県石巻市桃生町太田字十貫壱番	宮城県	石巻市	桃生町太田字十貫壱番							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				日高見神社	2004/12/1																							
42021		宮城県石巻市	ヤマザクラ	ヤマザクラ		Yamazakura Tree	市指定天然記念物		長谷寺	42021		宮城県石巻市桃生町太田字中下	宮城県	石巻市	桃生町太田字中下							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				長谷寺	2004/12/1																							
42021		宮城県石巻市	経筒	キョウヅツ		Kyozutsu Sutra Container	市指定有形文化財	美術工芸品	石巻市博物館	42021		宮城県石巻市開成1-8	宮城県	石巻市	開成	1月8日	マルホンまきあーとテラス内	38.459161	141.306034			(0225)98-4831		culcenter@city.ishinomaki.lg.jp		X:@icm_gakugei、Facebook：https://www.facebook.com/ishinomaki.city.museum/、Instagram：＠icm_ishinomakimuseum	9860032				石巻市	1980/11/1	火水木金土日	9:00	17:00	最終入館16:30。月曜日祝日の場合は翌日休館。12/28～1/4休館。							https://ishinomaki-fukugo.net/makiart/		有	無	有	有	無	有	有				飲食可否：共有スペースは可、博物館内は不可
42021		宮城県石巻市	太刀備前長船住兼光	タチビゼンオサフネジュウカネミツ		Bizen Osafune Kanemitsu Katana	市指定有形文化財	美術工芸品	黄金山神社	42021		宮城県石巻市鮎川浜金華山	宮城県	石巻市	鮎川浜金華山							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				黄金山神社	1983/12/17																							
42021		宮城県石巻市	太刀山城粟田口住藤四郎吉光	タチヤマシロアワタグチジュウトウシロウヨシミツ		Yamashiro Awatakuchi Toshiro Yoshimitsu Katana	市指定有形文化財	美術工芸品	黄金山神社	42021		宮城県石巻市鮎川浜金華山	宮城県	石巻市	鮎川浜金華山							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				黄金山神社	1983/12/17																							
42021		宮城県石巻市	弘安八年の碑	コウアンハチネンノヒ		Monument from Koan 8 (1285)	市指定有形文化財	建造物	陽山寺	42021		宮城県石巻市給分浜後山	宮城県	石巻市	給分浜後山							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				陽山寺	1980/11/1																							
42021		宮城県石巻市	明神社のケヤキ	ミョウジンジャノケヤキ		Zelkova Tree of Myojinsha Shrine	市指定天然記念物		明神社	42021		宮城県石巻市寄磯浜前浜	宮城県	石巻市	寄磯浜前浜							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				個人	1982/12/17																							
42021		宮城県石巻市	仙台藩鮎川唐船番所跡	センダイハンアユカワトウセンバンショアト		Remains of the Sendai Domain Ayukawa Foreign Ship Lookout Post	市指定記念物			42021		宮城県石巻市鮎川浜黒崎	宮城県	石巻市	鮎川浜黒崎							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				石巻市	1976/3/1																							
42021		宮城県石巻市	海蔵庵板碑群	カイゾウアンイタビグン		Kaizoan Stone Monuments	市指定有形文化財	建造物	海蔵庵	42021		宮城県石巻市尾崎字宮下	宮城県	石巻市	尾崎字宮下							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				海蔵庵	2006/4/1																							
42021		宮城県石巻市	旧観慶丸商店	キュウカンケイマルショウテン		Former Kankeimaru Shoten	市指定有形文化財	建造物		42021		宮城県石巻市中央三丁目6-9	宮城県	石巻市	中央三丁目	6月9日		38.432068	141.309494			(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9860822				石巻市	2015/10/28	月水木金土日	9:00	17:00	火曜日祝日の場合は翌日休館。12/29～1/3休館。									無	無	無	無	無	無	有				ベビーカー利用：1階のみ
42021		宮城県石巻市	アンバサン	アンバサン		Anbasan Festival	市指定無形民俗文化財	芸能	大杉神社	42021		宮城県石巻市長面字大入山	宮城県	石巻市	長面字大入山							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				アンバサン保存会	2019/6/27																							
