"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_通称","名称_英語","文化財分類","種類","場所名称","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","員数（数）","員数（単位）","法人番号","所有者等","文化財指定日","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","画像","画像_ライセンス","概要","概要_英語","説明","説明_英語","URL","備考"
"052094","BB0100003032","秋田県鹿角市","栗山家「古代かづの紫根染・茜染資料」(染物38点、道具37点)","クリヤマケ「コダイカヅノシコンゾメ・アカネゾメシリョウ」(ソメモノ38テン、ドウグ37テン)","","","市指定有形民俗文化財","","鹿角市教育委員会","052094","0012188","秋田県鹿角市花輪字荒田4-1","秋田県","鹿角市","花輪字荒田","4-1","","40.21593","140.78879","","","0186-30-0294","","","","","0185201","","","","鹿角市教育委員会","1994-04-01","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeiminzokubunkazai2/12819.html",""
"052094","BB0100003033","秋田県鹿角市","下川原駒踊","シモカワラコマオドリ","","","市指定無形民俗文化財","","下川原駒踊保存会","052094","0012138","秋田県鹿角市花輪字下川原","秋田県","鹿角市","花輪字下川原","","","","","","","","","","","","0185201","","","","下川原駒踊保存会","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/mukeiminzokubunkazai/shitakawarakomaodori/index.html",""
"052094","BB0100003034","秋田県鹿角市","小豆沢のオジナオバナ","アズキサワノオジナオバナ","","","市指定無形民俗文化財","","小豆沢自治会","052094","0011200","秋田県鹿角市八幡平字小豆沢","秋田県","鹿角市","八幡平字小豆沢","","","","","","","","","","","","0185141","","","","小豆沢自治会","1987-01-16","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/mukeiminzokubunkazai/azukisawanoojinaobana/index.html",""
"052094","BB0100003035","秋田県鹿角市","宮野平のオジナオバナ","ミヤノタイノオジナオバナ","","","市指定無形民俗文化財","","宮野平自治会","052094","0003123","秋田県鹿角市十和田大湯字宮野平","秋田県","鹿角市","十和田大湯字宮野平","","","","","","","","","","","","0185421","","","","宮野平自治会","1987-01-16","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/mukeiminzokubunkazai/miyanotainoojinaobana/index.html",""
"052094","BB0100003036","秋田県鹿角市","からめ節金山踊り","カラメブシカナヤマオドリ","","","市指定無形民俗文化財","","尾去沢からめ節保存会","052094","0001113","秋田県鹿角市尾去沢字軽井沢","秋田県","鹿角市","尾去沢字軽井沢","","","","","","","","","","","","0185202","","","","尾去沢からめ節保存会","1987-01-16","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/mukeiminzokubunkazai/karamebushikanayamaodori/index.html",""
"052094","BB0100003037","秋田県鹿角市","湯瀬神明社先祓舞","ユゼジンメイシャサキバライマイ","","Yuze shinmeisha sentaku-mai (P","市指定無形民俗文化財","","湯瀬自治会","052094","0011320","秋田県鹿角市八幡平字湯瀬一羽根","秋田県","鹿角市","八幡平字湯瀬一羽根","","","","","","","","","","","","0185141","","","","湯瀬自治会","1987-01-16","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/mukeiminzokubunkazai/yuzseshinmeisyasakibaraimai/index.html",""
"052094","BB0100003038","秋田県鹿角市","谷内天照皇御祖神社先祓舞","タニナイアマテラススメミオヤジンジャサキバライマイ","","","市指定無形民俗文化財","","天照皇御租神社","052094","0011282","秋田県鹿角市八幡平字谷内14","秋田県","鹿角市","八幡平字谷内","14","","40.11078","140.79036","","","0186-34-2225","","","","","0185141","","","","天照皇御祖神社","1987-01-16","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/mukeiminzokubunkazai/taninaiamaterasusumeomiyajinjasakibaraimai/index.html",""
"052094","BB0100003039","秋田県鹿角市","長嶺八幡神社先祓舞","ナガミネハチマンジンジャサキバライマイ","","","市指定無形民俗文化財","","長嶺自治会","052094","0011306","秋田県鹿角市八幡平字長嶺","秋田県","鹿角市","八幡平字長嶺","","","","","","","","","","","","0185141","","","","長嶺自治会","1987-01-16","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/mukeiminzokubunkazai/nagaminehachimanjinjasakibaraimai/index.html",""
"052094","BB0100003040","秋田県鹿角市","大里川原稲荷神社先祓舞","オオサトカワライナリジンジャサキバライマイ","","","市指定無形民俗文化財","","大里自治会","052094","0011273","秋田県鹿角市八幡平字大里","秋田県","鹿角市","八幡平字大里","","","","","","","","","","","","0185141","","","","大里自治会","1987-01-16","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/mukeiminzokubunkazai/oosatokawarainarijinjasakibaraimai/index.html",""
"052094","BB0100003041","秋田県鹿角市","土深井裸まいり","ドブカイハダカマイリ","","","市指定無形民俗文化財","","土深井自治会","052094","0007000","秋田県鹿角市十和田末広","秋田県","鹿角市","十和田末広","","","","","","","","","","","","0185337","","","","土深井自治会","1987-01-16","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/mukeiminzokubunkazai/dobukaihadakamairi/index.html",""
"052094","BB0100003042","秋田県鹿角市","川原大神楽","カワラダイカグラ","","","市指定無形民俗文化財","","川原自治会","052094","0006114","秋田県鹿角市十和田毛馬内字休堂","秋田県","鹿角市","十和田毛馬内字休堂","","","","","","","","","","","","0185334","","","","川原自治会","1991-03-26","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/mukeiminzokubunkazai/kawaradaikagura/index.html",""
"052094","BB0100003043","秋田県鹿角市","芦名沢大太鼓","アシナサワオオダイコ","","Ashinazawa drum","市指定無形民俗文化財","","芦名沢大太鼓保存会","052094","0010000","秋田県鹿角市十和田山根","秋田県","鹿角市","十和田山根","","","","","","","","","","","","0185331","","","","芦名沢大太鼓保存会","2009-01-20","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/mukeiminzokubunkazai/ashinazawaoodaiko/index.html",""
"052094","BB0100003044","秋田県鹿角市","花輪ねぷた","ハナワネプタ","","","市指定無形民俗文化財","","花輪ばやし祭典委員会","052094","0012000","秋田県鹿角市花輪","秋田県","鹿角市","花輪","","","40.18893","140.78949","","","0186-22-6088","","","","","0185201","","","","花輪ばやし祭典委員会","2012-05-28","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/mukeiminzokubunkazai/hanawaneputa/index.html",""
"052094","BB0100003045","秋田県鹿角市","水沢盆踊り太鼓","ミズサワボンオドリタイコ","","","市指定無形民俗文化財","","水沢盆踊り太鼓保存会","052094","0011347","秋田県鹿角市八幡平字平","秋田県","鹿角市","八幡平字平","","","","","","","","","","","","0185141","","","","水沢盆踊り太鼓保存会","2018-03-01","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/mukeiminzokubunkazai/mizusawabonodoridaiko/index.html",""
"052094","BB0100003046","秋田県鹿角市","錦木古川大太鼓","ニシキギフルカワオオダイコ","","","市指定無形民俗文化財","","錦木古川大太鼓保存会","052094","0009117","秋田県鹿角市十和田錦木字古川","秋田県","鹿角市","十和田錦木字古川","","","","","","","","","","","","0185336","","","","錦木古川大太鼓保存会","2020-02-21","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/mukeiminzokubunkazai/nishikigihurukawaoodaiko/index.html",""
"052094","BB0100003047","秋田県鹿角市","中ノ渡り一里塚","ナカノワタリイチリヅカ","","","市指定史跡","","十和田大湯","052094","0003000","秋田県鹿角市十和田大湯","秋田県","鹿角市","十和田大湯","","","","","","","","","","","","0185421","","","","個人","1989-03-24","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/siseki/12822.html",""
"052094","BB0100003048","秋田県鹿角市","シダレカツラ","シダレカツラ","","","市指定天然記念物","","八幡平","052094","0011000","秋田県鹿角市八幡平","秋田県","鹿角市","八幡平","","","","","","","","","","","","0185141","1","本","","個人","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/tennenkinenbutu/12826.html",""
"052094","BB0100003049","秋田県鹿角市","シダレカツラ","シダレカツラ","","","市指定天然記念物","","花輪","052094","0012256","秋田県鹿角市花輪字新田町11-4","秋田県","鹿角市","花輪字新田町","11-4","","40.18199","140.78537","","","","","","","","0185201","2","本","","鹿角市","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/tennenkinenbutu/12827.html",""
"052094","BB0100003050","秋田県鹿角市","唐傘松(アカ松)","カラカサマツ(アカマツ)","","","市指定天然記念物","","湯瀬自治会","052094","0011321","秋田県鹿角市八幡平字湯瀬堰根口48","秋田県","鹿角市","八幡平字湯瀬堰根口","48","","40.12542","140.82829","","","","","","","","0185141","1","本","","湯瀬自治会","1978-02-22","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/tennenkinenbutu/12828.html",""
"052094","BB0100003051","秋田県鹿角市","神明社親杉","ジンメイシャオヤスギ","","","市指定天然記念物","","神明社","052094","0007114","秋田県鹿角市十和田末広字向イ平106","秋田県","鹿角市","十和田末広字向イ平","106","","40.23153","140.74199","","","","","","","","0185337","","","","神明社","1983-07-15","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/tennenkinenbutu/12829.html",""
"052094","BB0100003052","秋田県鹿角市","長嶺毘沙門神社の大公孫樹","ナガミネビシャモンジンジャノオオイチヨウ","","","市指定天然記念物","","長嶺自治会","052094","0011333","秋田県鹿角市八幡平字堂の前","秋田県","鹿角市","八幡平字堂の前","","","40.13309","140.79619","","","","","","","","0185141","","","","長嶺自治会","1987-01-16","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/tennenkinenbutu/12830.html",""
"052094","BB0100003053","秋田県鹿角市","八幡平神社境内のミズナラ","ハチマンタイジンジャケイダイノミズナラ","","Quercus crispula (1) in the precincts of Hachimantai shrine","市指定天然記念物","","八幡平神社","052094","0011250","秋田県鹿角市八幡平字切留平50-2","秋田県","鹿角市","八幡平字切留平","50-2","","40.01249","140.81447","","","","","","","","0185141","1","本","","八幡平神社","1987-01-16","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/tennenkinenbutu/12831.html",""
"052094","BB0100003054","秋田県鹿角市","大欠千手観音堂の大ケヤキ","オオカケセンジュカンノンドウノオオケヤキ","","","市指定天然記念物","","大欠公園内","052094","0007103","秋田県鹿角市十和田末広字沖ノ平63","秋田県","鹿角市","十和田末広字沖ノ平","63","","40.2377","140.73351","","","","","","","","0185337","1","本","","大欠自治会","1990-03-26","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/tennenkinenbutu/12832.html",""
"052094","BB0100003055","秋田県鹿角市","下川原トビウオ生息地","シモカワラトビウオセイソクチ","","","市指定天然記念物","","下川原","052094","0012272","秋田県鹿角市花輪字赤川","秋田県","鹿角市","花輪字赤川","","","40.22713","140.78513","","","","","","","","0185201","","","","下川原自治会","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/tennenkinenbutu/12833.html",""
