全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考,,
220001,1960,静岡県,刀＜無銘正宗／＞,カタナ<ムメイマサムネ>,,,有形文化財,工芸品,,,,静岡県三島市中田町1-43,静岡県,三島市中田町1-43,,,,,,,,,,,,,,1,口,,(公財)佐野美術館,1961/2/17,,,,,,,,,,,,"不定期
展示会時に公開",,三島市
220001,1960,静岡県,箱根旧街道,ハコネキュウカイドウ,,,記念物,史跡,,,,静岡県三島市谷田2511他,静岡県,三島市谷田2511他,,,,,,,,,,,,,,,,,国、三島市ほか,1960/9/22,,,,,,,,,"「箱根八里は馬でも越すが・・・」で有名な箱根旧街道は、慶長9年（1604）江戸幕府によって敷設された東海道の中で小田原宿から三嶋宿までの約32kmを指すものです。静岡県に属する箱根旧街道は、豆相国境である「境木」から三嶋大社の前までで、「西坂」と呼ばれ、韮山代官所の管轄となっておりました。旧街道は、道幅２間（約3.6ｍ）で、この両側に片側9尺（約2.7ｍ）の並木敷が設けられ、宿内を除くほぼ全線が石畳となっていました。この石畳は、1400両余りを投じて、延宝8年（1680）に敷設されたことが知られています。参勤交代や伊勢参りなど、旅が恒常化するとともににぎわった旧東海道は、明治22年、当該導線の開通によって衰退し、さらに対象12年の国道一号線の敷設によって寸断され、現在では臼転坂や大時雨坂、上長坂、石原坂などに残されるだけとなりました。箱根山の西斜面を通る旧街道は、25ｍから850ｍまでの標高を有し、富士山や駿河湾、伊豆地方を俯瞰できる眺望に優れた道で、伊豆箱根国立公園の豊かな自然の中にあります。平成6年度より「東海道歴史のふるさとづくり」の一環として、山中新田願合寺地区より笹原地区まで、約2kmにわたる石畳の発掘調査と復元整備が実施され、一般に公開されています。（出典：「静岡県文化財ガイドブック～中世以降の史跡編～」）",,,随時,,三島市
220001,1960,静岡県,箱根旧街道,ハコネキュウカイドウ,,,記念物,史跡,,,,静岡県函南町,静岡県,函南町,,,,,,,,,,,,,,,,,国、三島市ほか,1960/9/22,,,,,,,,,"「箱根八里は馬でも越すが・・・」で有名な箱根旧街道は、慶長9年（1604）江戸幕府によって敷設された東海道の中で小田原宿から三嶋宿までの約32kmを指すものです。静岡県に属する箱根旧街道は、豆相国境である「境木」から三嶋大社の前までで、「西坂」と呼ばれ、韮山代官所の管轄となっておりました。旧街道は、道幅２間（約3.6ｍ）で、この両側に片側9尺（約2.7ｍ）の並木敷が設けられ、宿内を除くほぼ全線が石畳となっていました。この石畳は、1400両余りを投じて、延宝8年（1680）に敷設されたことが知られています。参勤交代や伊勢参りなど、旅が恒常化するとともににぎわった旧東海道は、明治22年、当該導線の開通によって衰退し、さらに大正12年の国道一号線の敷設によって寸断され、現在では臼転坂や大時雨坂、上長坂、石原坂などに残されるだけとなりました。箱根山の西斜面を通る旧街道は、25ｍから850ｍまでの標高を有し、富士山や駿河湾、伊豆地方を俯瞰できる眺望に優れた道で、伊豆箱根国立公園の豊かな自然の中にあります。平成6年度より「東海道歴史のふるさとづくり」の一環として、山中新田願合寺地区より笹原地区まで、約2kmにわたる石畳の発掘調査と復元整備が実施され、一般に公開されています。（出典：「静岡県文化財ガイドブック～中世以降の史跡編～」）",,,随時,,函南町
220001,1961,静岡県,雑伎彩絵唐櫃＜蓋欠＞,ザツギサイエカラビツ＜フタケツ＞,,,有形文化財,工芸品,,,,静岡県熱海市桃山町26-2,静岡県,熱海市桃山町26-2,,,,,,,,,,,,,,1,合,,,1961/4/24,,,,,,,,,"縦82.4cm横63.9cm高さ60.6cm平安時代前期唐櫃は、前後に各2脚、左右に各１脚の、計6脚の直方体の櫃。衣装そのほかを入れる調度品である。中国より伝えられた形式であるため、日本で製作されたものでも、こう呼ぶ。この唐櫃は平安時代前期のもので、唐櫃そのものもさることながら、遺されているものの少ない平安時代の絵画としても貴重。彩絵は、前面に闘鶏を囲む人々、背面には曲芸人と見物人。人物は中国的に描かれるが、中国渡来のものを手本としたからと思われる。木地に直接墨で下書きし、白・緑・赤などの彩色をし、上に油を塗ってある。（出典「ふるさと静岡県文化財写真集３彫刻・工芸品・歴史資料・考古資料編」（編集・発行：静岡県教育委員会））",,,常設展示ではない,,熱海市
220001,1961,静岡県,手鑑「翰墨城」（三百十一葉）,テカガミカンボクジョウ,,,有形文化財,国宝/書跡・典籍・古文書,,,,静岡県熱海市桃山町26-2,静岡県,熱海市桃山町26-2,,,,,,,,,,,,,,1,帖,,,1961/4/27,,,,,,,,,"書跡奈良時代より室町時代に至る古筆の断簡301葉を一帖の表裏に張った手鑑。（出典：「ふるさと静岡県文化財写真集５絵画・書跡・典籍・古文書編」（編集発行：静岡県教育委員会））",,,常設展示ではない,,熱海市
220001,1961,静岡県,樵夫蒔絵硯箱,ショウフマキエスズリバコ,,,有形文化財,工芸品,,,,静岡県熱海市桃山町26-2,静岡県,熱海市桃山町26-2,,,,,,,,,,,,,,1,合,,,1962/2/2,,,,,,,,,,,,常設展示ではない,,熱海市
220001,1962,静岡県,智満寺の十本スギ,チマンジノジュッポンスギ,,,記念物,天然記念物,,,,静岡県島田市千葉254,静岡県,島田市千葉254,,,,,,,,0547-35-6819,,,,,,7,本,,宗教法人智満寺,1962/6/9,,,,,,,,,,,,随時公開,,島田市
220001,1963,静岡県,三角縁神獣鏡,サンカクブチシンジュウキョウ,,,有形文化財,考古資料,,,,静岡県熱海市桃山町26-2,静岡県,熱海市桃山町26-2,,,,,,,,,,,,,,3,面,,,1964/1/28,,,,,,,,,"古墳時代3面とも舶載鏡であると考えられ、銅の材質もよく、鋳造の状態も精巧である。三重県桑名市で出土したものと伝えられる。君宜高官・獣文帯四神四獣鏡径22.7cm、午王堂山3号墳（静岡市清水区）出土のものと同笵天王日月・獣文帯ニ神ニ獣鏡径22.2cm、沖ノ島18号遺跡（福岡県）と宮洲古墳（山口県）出土のものと同笵天王日月・獣文帯三神三獣鏡径22.1cm、祇園山古墳（推定・福岡県）、原口古墳（福岡県）、東求女塚古墳（兵庫県）、桜井茶臼山古墳（奈良県）出土のものと同笵（出典「ふるさと静岡県文化財写真集３彫刻・工芸品・歴史資料・考古資料編」（編集・発行：静岡県教育委員会））",,,常設展示ではない,,熱海市
220001,1964,静岡県,金銅聖観音像懸仏,コンドウショウカンノンゾウカケボトケ,,,有形文化財,工芸品,,,,静岡県,静岡県,,,,,,,,,,,,,,,1,面,,,1964/5/26,,,,,,,,,,,,,,沼津市
220001,1965,静岡県,山水蒔絵手箱,サンスイマキエテバコ,,,有形文化財,工芸品,,,,静岡県熱海市桃山町26-2,静岡県,熱海市桃山町26-2,,,,,,,,,,,,,,1,合,,,1965/5/29,,,,,,,,,,,,常設展示ではない,,熱海市
220001,1965,静岡県,散蓮華蒔絵経箱,チラシレンゲマキエキョウバコ,,,有形文化財,工芸品,,,,静岡県熱海市桃山町26-2,静岡県,熱海市桃山町26-2,,,,,,,,,,,,,,1,合,,,1965/5/29,,,,,,,,,"法量（縦）35.6×（横）22.3×（高さ）13.0cm鎌倉時代二段重ね・長方形で・角を丸めた、経典をまとめて入れる箱。布を張って（布着せ）黒漆を塗り、金粉を蒔いて梨地にする。その上に散蓮華を描く。蓮の花びらは規則的に散らされているが、これは鎌倉時代によく行われた手法のものである。しかし、並び方が規則的ではありながらも、ひとつひとつの花弁のねじれや花脈に微妙な変化をつけていて、見るものの目を楽しませてくれるのが心にくい。（出典「ふるさと静岡県文化財写真集３彫刻・工芸品・歴史資料・考古資料編」（編集・発行：静岡県教育委員会））",,,常設展示ではない,,熱海市
220001,1965,静岡県,片山廃寺跡,カタヤマハイジアト,,,記念物,史跡,,,,静岡県静岡市駿河区大谷片山、大谷宮川,静岡県,静岡市駿河区大谷片山、大谷宮川,,,,,,,,,,,,,,,,,静岡市ほか,1965/9/7,,,,,,,,,"片山廃寺跡は、ＪＲ静岡駅から南東約3.5ｋｍの有度山西側の山すそに位置する古代の寺院跡です。昭和23年に登呂遺跡発掘調査の一環として調査されて以来、数次にわたる発掘調査により寺院の中心となる施設の存在が明らかになりました。各施設は、南に正面を向け、南から金堂、講堂、僧房の順に一列に並んでいます。土を盛り上げ叩き固めて作られた土台＝基檀（きだん）の上に、柱が沈みこまないよう「礎石（そせき）」と呼ばれる石が配置されています。金堂跡の基檀は周囲に川原石が積まれていました（石積み基檀）が、講堂跡や僧房跡の基檀は土を叩き締めただけの土檀であったようです。講堂跡の基檀上の一部には、漆喰で上塗りされたスサ入りの壁や、炭化した木材も残っていました。また建物の中央部分には仏像を安置する台である「須弥檀（しゅみだん）」が設けられています。寺院の敷地は約160ｍ四方と推定されていますが、近年の発掘調査で、推定寺域の西辺に南北方向に一列に並ぶ柱穴の存在が明らかになりました。これは、木の柱を支柱とした板塀の跡と考えられ、片山廃寺跡の西側の区画となる可能性があります。片山廃寺跡には、未だその位置が明らかでない「駿河国分僧寺」であるという説と、塔跡の存在が確認されていないことから寺跡が存在する「有度郡」を治めていた豪族の氏寺（私寺）であるという説の二説がありますが、その解明には今後の調査研究が必要です。廃寺跡の約500ｍ南には片山廃寺跡に瓦を供給した瓦窯跡が見つかっています。現在片山廃寺跡は、中央の主要施設部分の史跡公園化のため、東名高速道路高架下を含めた整備を目指しています。（出典：「静岡県文化財ガイドブック～原始・古代の史跡編～」）",,,随時,,静岡市
220001,1966,静岡県,智満寺本堂,チマンジホンドウ,,,有形文化財,建造物,,,,静岡県島田市千葉254,静岡県,島田市千葉254,,,,,,,,0547-35-6819,,,,,,1,棟,,宗教法人智満寺,1966/6/11,,,,,,,,,現本堂は約４００年程前の天正１７年（１５８９）２月に再建に着工し、翌18年に完成したものである。五間四方の木造入母屋造に一軒の流向拝がついた茅葺の建物で、内部は中間で格子により外陣と内陣に仕切られている。杉材を用いた木割は太く、豪放な手法は桃山文化の影響を受けたともいわれる。付近から布目瓦が出土し、鎌倉時代初頭の時の本堂は瓦葺きであったとみられる。（出典：「ふるさと静岡県文化財写真集」１建造物編）,,,随時公開,,島田市
220001,1966,静岡県,大石寺五重塔,タイセキジゴジュウノトウ,,,有形文化財,建造物,,,,静岡県富士宮市上条2057,静岡県,富士宮市上条2057,,,,,,,,0544-58-0810,,,,,,1,基,,大石寺,1966/6/11,,,,,,,,,江戸時代の古図によると、総門・三門・御影堂にいたる参道があり、両側には12の坊が配されていたことが知られ、五重塔も描かれている。塔は三間五重の塔婆で、県内唯一の五重塔である。備中松山藩主板倉勝澄らの寄進により建てられたもので、寛延2年（1749）に完成した。日蓮上人の等身大の御影を安置する御影堂は、15世紀初頭に小御堂として建てられていたものを、寛永9年（1632）に17世日精が願主となって再建されたものである。身舎は桁行７間、梁間７間、入母屋造、向拝は３間、唐破風付、本瓦形銅板葺の大規模な建物である。三門は五間三戸の二階二重門で、造営に際して６代将軍徳川家宣が富士山の巨木７０本を寄進し、享保２年（１７１７）に完成した。（出典：「静岡県文化財ガイドブック～建造物編～」）,,,随時午前9時-午後5時内部は見学不可（外観のみ）毎年4月6日7日、11月20日21日は大法要のため見学は御遠慮いただいている,,富士宮市
220001,1966,静岡県,"伊予礼黒糸威胴丸
附具足櫃",イヨザネクロイトオドシドウマルグソク（トクガワイエヤスショヨウ）,,,有形文化財,工芸品,,,,静岡県静岡市駿河区根古屋390,静岡県,静岡市駿河区根古屋390,,,,,,,,,,,,,,1,領,,久能山東照宮,1966/6/11,,,,,,,,,,,,展覧会時,,静岡市
220001,1966,静岡県,金溜塗具足＜／（徳川家康所用）＞,キンタメヌリグソク＜（トクガワイエヤスショヨウ）＞,,,有形文化財,工芸品,,,,静岡県静岡市駿河区根古屋390,静岡県,静岡市駿河区根古屋390,,,,,,,,,,,,,,1,領,,久能山東照宮,1966/6/11,,,,,,,,,,,,展覧会時,,静岡市
220001,1966,静岡県,白檀塗具足＜／（徳川家康所用）＞,ビャクダンヌリグソク＜（トクガワイエヤスショヨウ）＞,,,有形文化財,工芸品,,,,静岡県静岡市駿河区根古屋390,静岡県,静岡市駿河区根古屋390,,,,,,,,,,,,,,1,領,,久能山東照宮,1966/6/11,,,,,,,,,,,,展覧会時,,静岡市
220001,1966,静岡県,山木遺跡出土の生産・生活用具,ヤマキイセキシュツドノセイサン・セイカツヨウグ,,,民俗文化財,有形民俗文化財,,,,静岡県伊豆の国市三福253－1,静岡県,伊豆の国市三福253－1,,,,,,,,055-948-1428,,,,,,239,点,,伊豆の国市,1966/6/11,,,,,,,,,,,,伊豆の国市郷土資料館にて一部公開。午前9時-午後4時30分。水曜休館日,,伊豆の国市
220001,1966,静岡県,島田宿大井川川越遺跡,シマダジュクオオイガワカワゴシイセキ,,,記念物,史跡,,,,静岡県島田市河原町,静岡県,島田市河原町,,,,,,,,,,,,,,,,,島田市ほか,1966/8/1,,,,,,,,,,,,随時公開,,島田市
220001,1967,静岡県,日蓮自筆遺文,ニチレンジヒツイブン,,,有形文化財,書跡・典籍・古文書,,,,静岡県富士宮市上条2057,静岡県,富士宮市上条2057,,,,,,,,0544-58-0810,,,,,,26,巻,,大石寺,1967/6/15,,,,,,,,,,,,,,富士宮市
220001,1969,静岡県,旧見付学校附磐田文庫,キュウミツケガッコウツケタリイワタブンコ,,,記念物,史跡,,,,静岡県磐田市見付2452,静岡県,磐田市見付2452,,,,,,,,0538-32-4511,,,,,,,,,磐田市,1969/4/12,,,,,,,,,"見付学校は明示5年の学制発布を受け、明治6年に宣光寺、省光寺を仮校舎として開校した。同時に新校舎建設計画が進められ、明治7年10月に名古屋の宮大工・伊藤平右衛門によって4階建ての新校舎建設に着手し、明治8年8月に落成した。生徒数の増加により明治16年に3階部分を増築し5階建てとなり、大正11年まで小学校として使われた。その後、高等裁縫女学校、准教員養成所、陸軍病院などに用いられ、昭和28年に磐田市立郷土館として開館した。平成4年に名勝を磐田市旧見付学校に変更し、教育資料館として現在に至っている。学校は、高く立派に望み見られるよう町の街道筋より一段高い淡海国玉神社境内の街道に面した凸端にある。基礎の石垣は遠州横須賀城の石垣の払い下げを受けたもので、玄関はギリシア・ローマ建築を思わせるエンタシス様式の飾り柱となっている。（出典：「静岡県文化財ガイドブック～中世以降の史跡編～」）",,,随時午前9時-午後4時30分休館日：月曜日、祝日の翌日、年末年始,,磐田市
220001,1969,静岡県,神子元島燈台,ミコモトジマトウダイ,,,記念物,史跡,,,,静岡県,静岡県,,,,,,,,,,,,,,,,,,,1969/7/25,,,,,,,,,神子元島燈台は、下田港と東京湾に出入する船舶のため、明治３年１１月１１日（１８７１．１．１）、英人ブラントン（RichardHenryBrunton）により、竣工点燈された燈台で、現存するわが国最古の官設の洋式石造燈台である。わが洋式燈台の起源は、幕府がアメリカ・イギリス・フランス・オランダの４国と締結した改税約書第１１条の規定をひきついだ明治新政府が、各国公使と協議して、安房野島崎、相模観音崎、剣崎、伊豆神子元島、紀伊潮岬、樫野崎、肥前伊王島、大隅佐多岬の８ヵ所に燈台を設けたことにあるが、このうち、当初の燈台・官舎・倉庫をのこすのは神子元島のみにすぎない。燈台の位置は下田港の南方５浬、燈塔は石造円形白色で、明治１７年、これに２条の黒横線を入れ、燈火は不動白色、第１等燈台である。基礎直径は７メートル、高さは２２メートルで、海抜高約３０メートルの岩島最頂部に立っている。他に、吏員退息所、物置、第１・第２倉庫等があり、いずれも石造平屋建の当初の規模をのこしているが、倉庫は現在使用されていない。このほか防波防風用の石垣もある。これらに用いられた巨大な石材は下田エビス崎一帯より切り出されたものといわれ、これを切石として整然と積みかさね、鉄棒で連結し、その部分に鉛を充填して固定する手法は、まことに堅固なものである。目地にはポルトランドセメント、表面には漆喰を塗ったものと思われる。,,,,,下田市
220001,1970,静岡県,剣＜無銘／＞,ケン＜ムメイ＞,,,有形文化財,工芸品,,,,東京都台東区上野公園１３?９,東京都,台東区上野公園１３?９,,,,,,,,,,,,,,1,口,,,1970/5/25,,,,,,,,,,,,東京国立博物館へ寄託常設展示ではない,,熱海市
220001,1971,静岡県,神部神社浅間神社本殿,カンベジンジャアサマジンジャホンデン,,,有形文化財,建造物,,,,静岡県静岡市葵区宮ヶ崎町102-1,静岡県,静岡市葵区宮ヶ崎町102-1,,,,,,,,054-245-1820,,,,,,23,棟,,宗教法人神部神社浅間神社大歳御祖神社,1971/6/22,,,,,,,,,,,,,,静岡市
220001,1971,静岡県,大歳御祖神社,オオトシミオヤジンジャ,,,有形文化財,建造物,,,,静岡県静岡市葵区宮ヶ崎町102-1,静岡県,静岡市葵区宮ヶ崎町102-1,,,,,,,,054-245-1820,,,,,,3,棟,,宗教法人神部神社浅間神社大歳御祖神社,1971/6/22,,,,,,,,,大歳御祖神社は延喜式内社でおとは「奈吾屋社」とも称した。神部・浅間両社から独立し神門、拝殿を構えた別の一郭を作る。本殿は中門・透塀で囲まれた三間社流造で組物は出組になる。妻は扠首組で神部・浅間両社本殿に比べてやや簡素になるが、妻壁面には彫刻がみられる。なお現在の神門や拝殿は昭和２０年に戦災で焼失した後のものである。（出典：「ふるさと静岡県文化財写真集」１建造物編）,,,,,静岡市
220001,1972,静岡県,願成就院跡,ガンジョウジュインアト,,,記念物,史跡,,,,静岡県伊豆の国市寺家,静岡県,伊豆の国市寺家,,,,,,,,,,,,,,,,,伊豆の国市、願成就院、守山八幡宮,1973/2/14,,,,,,,,,"52,638㎡の敷地に現願成就院、宝物館、守山八幡宮、南塔跡などがあります。願成就院は、文治5年（1189）に源頼朝の奥州攻めの戦勝を祈願して北条時政が立てたお寺です。その後、北条氏一族によって、北塔、南塔、南新御堂などの諸堂塔が整備されていきました。延徳3年(1491）北条早雲の堀越御所攻めの兵火にあって、当時の建物は残っていませんが、本堂跡の溝や南塔跡があります。現在の願成就院には、運慶が30代に造った仏像5体（国指定文化財）が残っています。願成就院跡は、田方平野の独立丘守山（101.8ｍ）の東裾一帯で、標高は13ｍほどです。当時の寺域の東へりには下田街道が走っています。願成就院は、鎌倉幕府の開始に係る重要な史跡です。現在の願成就院には北条時政や足利茶々丸の墓もあります。（出典：「静岡県文化財ガイドブック～中世以降の史跡編～」）",,,一部公開,,伊豆の国市
220001,1973,静岡県,中村家住宅,ナカムラケジュウタク,,,有形文化財,建造物,,,,静岡県浜松市西区雄踏町宇布見4912,静岡県,浜松市西区雄踏町宇布見4912,,,,,,,,,,,,,,1,棟,,,1973/6/2,,,,,,,,,"中村家は鎌倉時代から続く名門で、江戸時代には代官職を務めた家柄であり、また徳川家康の次男、結城秀康の誕生した家としても有名である。建物は、桁行22.1ｍ、梁間12.0ｍの茅葺寄棟造で、これに後世増築された茶室とはなれがつく。棟は棧瓦で押え、鳥衾のついた鬼瓦が両端にすえてある。構造は棟通りに一間ごとに柱を立て、この柱筋と前後2本本柱筋に敷桁を通し、そのうえに小屋梁を架ける。本柱筋から一間外方が側柱で、小屋梁は本柱筋から約半間持ち出し、その上に二重梁式の和小屋を組む。棟瓦には元禄元年と記されており、創建年代もこの前後と思われる。（出典：「ふるさと静岡県文化財写真集」１建造物編）",,,金土日祝のみ有料午前9時30分-午後4時30分（受付は16時まで）,,浜松市
220001,1973,静岡県,友田家住宅（静岡県周智郡森町）,トモダケジュウタク（シズオカケンシュウチグンモリマチ）,,,有形文化財,建造物,,,,静岡県森町亀久保336,静岡県,森町亀久保336,,,,,,,,,,,,,,1,棟,,,1973/6/2,,,,,,,,,友田家は県西部の山間にある農家で、かつてはこの地方の庄屋を勤めた旧家である。現存の住宅は18世紀を下らない頃の建築を見られるが、元禄年間に前の畑地から移したという伝えがある。一部の柱や長押が移動していることから移築の可能性もあるが、構造や間口はかえられていない。間取りは「片喰違い型」と呼ばれる遠江地方の古農家に使われた型式で、基本的には「土間」「ひろま」「なんど」からなる前広間三間取りが発達したものである。現在の農家に使われている居室部を田の字型に四つに区切る四間取型が現れる以前の型になる。建物は桁行八間半（15.5ｍ）、梁間五間（10.3ｍ）で寄棟造である。昭和58年の半解体修理で茅葺にするなど当初の姿に戻した。（出典：「ふるさと静岡県文化財写真集」１建造物編）,,,随時,,森町
220001,1973,静岡県,大鐘家住宅（静岡県牧之原市片浜）主屋・長屋門,オオガネケジュウタク（シズオカケンマキノハラシカタハマ）シュオク・ナガヤモン,,,有形文化財,建造物,,,,静岡県牧之原市片浜1032,静岡県,牧之原市片浜1032,,,,,,,,,,,,,,2,棟,,,1973/6/2,,,,,,,,,建立当初の主屋は、寄棟造、扠首組、茅葺であったものを、明治26年に現在のような切妻造、和小屋組、桟瓦葺の形態に変えたものである。主屋は18世紀初頭の建立と推定され、古い四間取り型の平面形式を見せる。すなわち、田の字を構成する四室が必ずしも均等でなく部屋の大きさが異なり、さらに「だいどこ」が「どま」へ１間張り出していることや、上下のかまどをもうけ下のかまども古い形態を示していることなども、古四間取り型民家の特徴を良く残している。「どま」「だいどこ」の梁組は、曲がりくねった太い松材が巧みに組み合わされ、見事である。寄棟造、茅葺の長屋門は、主屋よりやや遅れた安永10年（1781）の建立であることが、解体修理の結果判明している。（出典：「静岡県文化財ガイドブック～建造物編～」）,,,随時午前9時-午後5時,,牧之原市
220001,1973,静岡県,手焙形土器,テアブリガタドキ,,,有形文化財,考古資料,,,,静岡県御殿場市萩原483,静岡県,御殿場市萩原483,,,,,,,,,,,,,,1,個,,御殿場市,1973/6/6,,,,,,,,,,,,,,御殿場市
220001,1973,静岡県,熊谷家文書（二百五十五通）,クマガイケモンジョ,,,有形文化財,書跡・典籍・古文書,,,,静岡県,静岡県,,,,,,,,,,,,,,,255,通,,,1973/6/6,,,,,,,,,,,,山口県文書館に寄託,,静岡市
220001,1973,静岡県,黒田家住宅,クロダケジュウタク,,,有形文化財,建造物,,,,静岡県菊川市下平川862-1,静岡県,菊川市下平川862-1,,,,,,,,,,,,,,4,棟,,,1973/6/2,,,,,,,,,黒田家はもともと福井県の豪族であったが１６世紀までには小笠の地に移り、江戸時代には４０００石の旗本、本多日向守の代官職をつとめている。屋敷は周囲に濠をめぐらし、正面には長屋門を構え、敷地面積が約１haに及ぶ広大なものである。（出典：「ふるさと静岡県文化財写真集」１建造物編）,,,随時要事前連絡梅まつり開催中は庭園公開,,菊川市
220001,1973,静岡県,旧植松家住宅（旧所在静岡県裾野市石脇）,キュウウエマツケジュウタク,,,有形文化財,建造物,,,,静岡県裾野市千福松ヶ窪7-11,静岡県,裾野市千福松ヶ窪7-11,,,,,,,,,,,,,,,,,裾野市,1973/6/2,,,,,,,,,江戸時代の18世紀初頭から中期頃に立てられた大型の民家である。「どま」「ひろま」「ざしき」「なんど」から成る広間型三間取りの平面であるが、「どま」が広く居室部分と二分され、他にあまり類例をみない遺構である。上屋・下屋の構成が明確で、3本の上屋柱の柱頭に上屋梁が架けられているのは特徴的である。（出典：「静岡県文化財ガイドブック～建造物編～」）,,,,,裾野市
220001,1974,静岡県,紙本墨画淡彩白衣観音図＜明兆筆／＞,シホンボクガタンサイビョクエカンノンズ＜ミンチョウヒツ／＞,,,有形文化財,絵画,,,,静岡県熱海市桃山町26-2,静岡県,熱海市桃山町26-2,,,,,,,,,,,,,,1,幅,,,1974/6/8,,,,,,,,,,,,常設展示ではない,,熱海市
220001,1974,静岡県,宋版石林先生尚書伝＜自巻第一至第四／＞,ソウハンセキリンセンセイショウショデン,,,有形文化財,書跡・典籍・古文書,,,,静岡県静岡市清水区興津清見寺町418-1,静岡県,静岡市清水区興津清見寺町418-1,,,,,,,,054-369-0028,,,,,,1,冊,,清見寺,1974/6/8,,,,,,,,,,,,,,静岡市
220001,1974,静岡県,京丸のアカヤシオおよびシロヤシオ群生地,キョウマルノアカヤシオオヨビシロヤシオグンセイチ,,,記念物,天然記念物,,,,静岡県浜松市岩岳山,静岡県,浜松市岩岳山,,,,,,,,,,,,,,,,,,1974/11/26,,,,,,,,,,,,,,浜松市
220001,1975,静岡県,木造多聞天眷属立像,モクゾウタモンテンケンゾクリュウゾウ,,,有形文化財,彫刻,,,,静岡県熱海市桃山町26-2,静岡県,熱海市桃山町26-2,,,,,,,,,,,,,,1,躯,,,1975/6/12,,,,,,,,,,,,常設展示ではない,,熱海市
220001,1975,静岡県,旧岩科学校校舎,キュウイワシナガッコウコウシャ,,,有形文化財,建造物,,,,静岡県松崎町岩科北側442,静岡県,松崎町岩科北側442,,,,,,,,0558-42-111,,,,,,1,棟,,松崎町,1975/6/23,,,,,,,,,"寺院の借用から出発した岩科学校に地元の熱意で校舎が出来上がったのは、今から約１１０年前、明治１３年（1880）の事である。日当たりのよい780坪の敷地に二階建ての本屋とその前面左右に平屋建ての副舎がついた姿は、両手を大きく広げ小学生を迎え入れる様である。切妻造千鳥破風と唐破風の屋根を組み合わせたバルコニーやアーチ形の窓、車寄せなど洋風様式を取り入れた正面玄関を入るt、かつて子供たちの声が満ちた教室が並ぶ。建築費2630円余り、こんな大きな校舎を建ててどうするのかの声を上回る民衆の教育に対する期待がここにあった。漆喰壁となまこ壁の白さが周囲の緑に映えるこの校舎は、県内で2番目の古さを持ちながら、昭和30年ころまで学校として使われていたという。（出典：「ふるさと静岡県文化財写真集」１建造物編）",,,"有料9:00～17:00
（臨時休館あり）",,松崎町
220001,1975,静岡県,千居遺跡,センゴイセキ,,,記念物,史跡,,,,静岡県富士宮市上条1818他,静岡県,富士宮市上条1818他,,,,,,,,0544-58-0810,,,,,,,,,大石寺,1975/6/26,,,,,,,,,"富士山麓を代表する縄文時代の遺跡である千居遺跡は、潤井川右岸の標高４００ｍほどを測る丘陵上に営まれた比較的高地に位置する遺跡です。この遺跡では、縄文時代中期後半の竪穴住居と呼ばれる半地下式の住居と壮大な配石遺構と呼ばれる石の構造物が発見されています。竪穴住居は２０数軒確認されていますが、それぞれは中央の広場を囲むように馬のひづめのような形で規則的に並んでおり、典型的な縄文集落（ムラ）を形成している様子がわかりました。この集落が富士山の火山灰で薄く覆われ、その運営が終了した後、集落よりやや西側にずれて配石遺構が築かれました。配石遺構は、手ごろな石を様々な形に並べた遺構で、”墓”や”まつり”の跡だといわれています。千居遺跡では、東西・南北方向ともに約５０ｍの範囲にわたって配石遺構が確認されています。遺跡の南西側には帯状の配石が２本、北東側には環状の配石が6ヶ所みられました。このような整然とした形や規模の雄大さは全国的にも屈指のものであり、集落の発見とともに、当地における縄文時代中期の社会が、いかに繁栄していたかを如実に表しています。（「文化財ガイドブック原始・古代の史跡編」（静岡県教育委員会発行）抜粋）",,,要事前連絡随時午前9時-午後5時遺跡一帯は保全のためフェンスで囲われている,,富士宮市
